frame,time_s,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg,speed_pct
96,3.1667,-127.094890,34.369604,-83.122644,-74.111070,105.590988,40.815510,20.28
97,3.2000,-125.495806,34.480858,-83.416096,-74.880115,104.125114,40.804295,26.65
98,3.2333,-123.226981,34.761930,-83.170490,-76.047101,102.162889,40.309550,37.81
99,3.2667,-120.186645,35.004245,-82.637086,-77.609616,99.589342,39.383199,50.67
100,3.3000,-117.066533,35.189510,-81.837332,-79.159249,96.969664,38.199230,52.00
101,3.3333,-113.673595,35.296946,-80.796227,-80.741934,94.109461,36.729236,56.55
102,3.3667,-110.110374,35.301071,-79.546453,-82.253905,91.071994,35.000604,59.39
103,3.4000,-106.193158,35.174518,-78.125773,-83.711222,87.665738,33.000045,65.29
104,3.4333,-102.619535,34.890983,-76.576345,-84.778282,84.511659,30.804320,59.56
105,3.4667,-99.763806,34.437049,-74.935843,-85.326507,81.976142,28.424163,47.60
106,3.5000,-97.434800,33.793286,-73.244872,-85.456199,79.911909,25.828239,43.27
107,3.5333,-95.517450,32.937296,-71.546054,-85.233828,78.239749,23.009838,46.97
108,3.5667,-93.925975,31.848031,-69.879822,-84.715642,76.906072,19.975114,50.58
109,3.6000,-92.593678,30.502867,-68.289433,-83.949022,75.872610,16.739889,53.92
110,3.6333,-91.468561,28.881646,-66.816810,-82.977748,75.112314,13.327108,56.88
111,3.6667,-90.506242,26.968969,-65.501521,-81.844661,74.601081,9.766203,59.35
112,3.7000,-89.674107,24.751747,-64.383651,-80.588439,74.322171,6.092093,61.24
113,3.7333,-88.944895,22.222384,-63.502331,-79.247236,74.258629,2.345740,62.44
114,3.7667,-88.295870,19.382139,-62.890374,-77.857313,74.391149,-1.429067,62.91
115,3.8000,-87.710065,16.236871,-62.581110,-76.452008,74.700652,-5.184143,62.58
116,3.8333,-87.174476,12.800454,-62.602727,-75.061723,75.165262,-8.869898,61.43
117,3.8667,-86.676890,9.095652,-62.975710,-73.711620,75.757070,-12.438775,61.75
118,3.9000,-86.208626,5.148539,-63.718937,-72.421957,76.447616,-15.844039,65.79
119,3.9333,-85.762635,0.990148,-64.845433,-71.207277,77.205863,-19.042935,69.31
120,3.9667,-85.332524,-3.344937,-66.358491,-70.074619,77.999394,-22.002073,72.25
121,4.0000,-84.913581,-7.824222,-68.262113,-69.026937,78.797236,-24.691066,74.65
122,4.0333,-84.501680,-12.416796,-70.555342,-68.062125,79.569907,-27.087581,76.54
123,4.0667,-84.093159,-17.094526,-73.230727,-67.173497,80.290916,-29.179333,77.96
124,4.1000,-83.685322,-21.835946,-76.284860,-66.353649,80.937004,-30.956354,79.02
125,4.1333,-83.275804,-26.625081,-79.713622,-65.593838,81.487941,-32.414585,79.82
126,4.1667,-82.861895,-31.452079,-83.511726,-64.884400,81.926739,-33.556873,80.45
127,4.2000,-82.441865,-36.314852,-87.683387,-64.218149,82.237793,-34.383647,81.05
128,4.2333,-82.013845,-41.219331,-92.239690,-63.589246,82.406321,-34.896222,81.74
129,4.2667,-81.575975,-46.179479,-97.198018,-62.993715,82.418636,-35.097385,82.67
130,4.3000,-81.126562,-51.222570,-102.600568,-62.431829,82.256521,-34.979195,90.04
131,4.3333,-80.664131,-56.394191,-108.519569,-61.908555,81.896318,-34.523174,98.65
132,4.3667,-80.186086,-61.661978,-114.881159,-61.421248,81.344493,-33.773380,100.00
133,4.4000,-79.687947,-66.513393,-120.720616,-60.902782,80.800872,-33.143527,97.32
134,4.4333,-79.168094,-70.936439,-125.982826,-60.348430,80.287193,-32.667589,87.70
135,4.4667,-78.624664,-74.820843,-130.439497,-59.739252,79.863988,-32.446192,74.28
136,4.5000,-78.056734,-78.306268,-134.333306,-59.092181,79.487515,-32.382897,64.90
137,4.5333,-77.463231,-81.487299,-137.829147,-58.419161,79.126826,-32.413199,58.26
138,4.5667,-76.840851,-84.295893,-140.783490,-57.705106,78.823300,-32.603054,49.24
139,4.6000,-76.187577,-86.825037,-143.361026,-56.960933,78.544095,-32.889014,42.96
140,4.6333,-75.501382,-89.138777,-145.672813,-56.193435,78.266571,-33.230800,38.56
141,4.6667,-74.775927,-91.198660,-147.626807,-55.387947,78.019817,-33.677412,34.33
142,4.7000,-74.008692,-93.065589,-149.332128,-54.550805,77.779660,-34.188461,31.12
143,4.7333,-73.196269,-94.782112,-150.862049,-53.684635,77.529225,-34.739971,28.61
144,4.7667,-72.350302,-96.323842,-152.157108,-52.790713,77.301499,-35.357362,25.70
145,4.8000,-71.492840,-97.725220,-153.288228,-51.891532,77.093206,-35.999984,23.36
146,4.8333,-70.624381,-99.013591,-154.303003,-50.990904,76.892992,-36.650812,21.47
147,4.8667,-69.738690,-100.178268,-155.163443,-50.078322,76.714888,-37.335487,19.41
148,4.9000,-68.839653,-101.242166,-155.915665,-49.160713,76.547542,-38.032877,17.73
149,4.9333,-67.929469,-102.222107,-156.590351,-48.241985,76.383426,-38.730974,16.33
150,4.9667,-67.001936,-103.113932,-157.163677,-47.313031,76.232137,-39.448922,15.48
151,5.0000,-66.061774,-103.931239,-157.665409,-46.380458,76.086716,-40.171478,15.67
152,5.0333,-65.111060,-104.685155,-158.115396,-45.447932,75.944088,-40.890847,15.85
153,5.0667,-64.143925,-105.374150,-158.498952,-44.506892,75.807860,-41.621172,16.12
154,5.1000,-63.166313,-106.005526,-158.834628,-43.563513,75.672383,-42.350902,16.29
155,5.1333,-62.181421,-106.585198,-159.134569,-42.621046,75.533949,-43.074103,16.41
156,5.1667,-61.182833,-107.114906,-159.390783,-41.671855,75.395494,-43.802280,16.64
157,5.2000,-60.176705,-107.598545,-159.614814,-40.722093,75.254341,-44.526638,16.77
158,5.2333,-59.166527,-108.039516,-159.814023,-39.775074,75.108646,-45.242818,16.84
159,5.2667,-58.145824,-108.440974,-159.984778,-38.823782,74.959878,-45.960165,17.01
160,5.3000,-57.121412,-108.804470,-160.133826,-37.874553,74.806971,-46.671410,17.07
161,5.3333,-56.096914,-109.131813,-160.265321,-36.930642,74.649125,-47.373267,17.07
162,5.3667,-55.065439,-109.427233,-160.378975,-35.985610,74.488411,-48.073655,17.19
163,5.4000,-54.034279,-109.691069,-160.478259,-35.045916,74.325033,-48.766427,17.19
164,5.4333,-53.007701,-109.923623,-160.564948,-34.115019,74.158151,-49.448507,17.11
165,5.4667,-51.980239,-110.128672,-160.640052,-33.187186,73.986515,-50.126017,17.12
166,5.5000,-50.959352,-110.305636,-160.704939,-32.268942,73.810774,-50.793316,17.01
167,5.5333,-49.949385,-110.454957,-160.760168,-31.363833,73.631686,-51.447987,16.83
168,5.5667,-48.945385,-110.580141,-160.808061,-30.466923,73.447230,-52.094727,16.73
169,5.6000,-47.954806,-110.680729,-160.848701,-29.584691,73.259120,-52.728627,16.51
170,5.6333,-46.982149,-110.756811,-160.881718,-28.720887,73.068442,-53.347216,16.21
171,5.6667,-46.023201,-110.811835,-160.910255,-27.871352,72.872880,-53.954188,15.98
172,5.7000,-45.085194,-110.845357,-160.933491,-27.042380,72.674497,-54.544999,15.63
173,5.7333,-44.172688,-110.857406,-160.950566,-26.237818,72.474673,-55.117099,15.21
174,5.7667,-43.282267,-110.851498,-160.964992,-25.454266,72.271140,-55.673388,14.84
175,5.8000,-42.420884,-110.826936,-160.975483,-24.697915,72.065784,-56.209284,14.36
176,5.8333,-41.592939,-110.784343,-160.980865,-23.972357,71.860666,-56.722556,13.80
177,5.8667,-40.795835,-110.726567,-160.984799,-23.275184,71.653049,-57.214913,13.29
178,5.9000,-40.036113,-110.653600,-160.985756,-22.612087,71.445432,-57.682266,12.66
179,5.9333,-39.317871,-110.565750,-160.982395,-21.986596,71.239467,-58.122144,11.97
180,5.9667,-38.639552,-110.465893,-160.978393,-21.397207,71.032922,-58.535438,11.31
181,6.0000,-38.006885,-110.353898,-160.972082,-20.849031,70.827894,-58.918291,10.54
182,6.0333,-37.423730,-110.230429,-160.962178,-20.345370,70.626349,-59.268311,9.72
183,6.0667,-36.889435,-110.098005,-160.952055,-19.885607,70.426299,-59.585518,8.90
184,6.1000,-36.409129,-109.956750,-160.940144,-19.474350,70.229911,-59.866321,8.01
185,6.1333,-35.986289,-109.807305,-160.925213,-19.114595,70.039068,-60.108397,7.05
186,6.1667,-35.621018,-109.651625,-160.910296,-18.806516,69.851969,-60.310980,6.09
187,6.2000,-35.317884,-109.490261,-160.893903,-18.554130,69.671153,-60.470889,5.05
188,6.2333,-35.079916,-109.323509,-160.874984,-18.360153,69.498124,-60.585813,3.97
189,6.2667,-34.908206,-109.153048,-160.856050,-18.225624,69.331877,-60.654293,2.86
190,6.3000,-34.806429,-108.979336,-160.835833,-18.153763,69.174763,-60.673656,2.90
191,6.3333,-34.777373,-108.802905,-160.813430,-18.146954,69.028713,-60.641862,2.94
192,6.3667,-34.794913,-108.641406,-160.791942,-18.180154,68.904608,-60.580889,2.69
193,6.4000,-34.829320,-108.509399,-160.771615,-18.225144,68.812134,-60.515701,2.20
194,6.4333,-34.875967,-108.403169,-160.751876,-18.278138,68.746906,-60.448964,1.77
195,6.4667,-34.929946,-108.319874,-160.734186,-18.335214,68.703288,-60.383216,1.39
196,6.5000,-34.985950,-108.256825,-160.717889,-18.391775,68.677798,-60.322120,1.05
197,6.5333,-35.038584,-108.211247,-160.702644,-18.443196,68.666515,-60.269282,0.88
198,6.5667,-35.082570,-108.180812,-160.689421,-18.485130,68.664657,-60.227870,0.73
199,6.6000,-35.112295,-108.162903,-160.677796,-18.512736,68.668441,-60.201738,0.50
200,6.6333,-35.122148,-108.154850,-160.667551,-18.521241,68.673871,-60.194580,0.17
