frame,time_s,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg,speed_pct
162,6.7083,0.000009,-55.817764,-92.027257,0.000039,-36.209538,-0.000032,3.61
163,6.7500,0.000009,-55.960334,-92.293252,0.000039,-36.332976,-0.000032,3.55
164,6.7917,0.000009,-56.100281,-92.554391,0.000039,-36.454161,-0.000032,3.48
165,6.8333,0.000009,-56.237582,-92.810612,0.000039,-36.573081,-0.000032,3.42
166,6.8750,0.000009,-56.372136,-93.061730,0.000039,-36.689652,-0.000032,3.35
167,6.9167,0.000009,-56.503884,-93.307638,0.000039,-36.803802,-0.000032,3.28
168,6.9583,0.000009,-56.632739,-93.548163,0.000039,-36.915479,-0.000032,3.21
169,7.0000,0.000009,-56.758609,-93.783142,0.000039,-37.024584,-0.000032,3.13
170,7.0417,0.000009,-56.881470,-94.012520,0.000039,-37.131091,-0.000032,3.06
171,7.0833,0.000009,-57.001200,-94.236059,0.000039,-37.234913,-0.000032,2.98
172,7.1250,0.000009,-57.117744,-94.453675,0.000039,-37.335983,-0.000032,2.90
173,7.1667,0.000009,-57.231016,-94.665199,0.000039,-37.434235,-0.000032,2.82
174,7.2083,0.000009,-57.340954,-94.870508,0.000039,-37.529601,-0.000032,2.74
175,7.2500,0.000009,-57.447471,-95.069437,0.000039,-37.622024,-0.000032,2.65
176,7.2917,0.000009,-57.550484,-95.261844,0.000039,-37.711407,-0.000032,2.57
177,7.3333,0.000009,-57.649932,-95.447604,0.000039,-37.797717,-0.000032,2.48
178,7.3750,0.000009,-57.745732,-95.626542,0.000039,-37.880861,-0.000032,2.39
179,7.4167,0.000009,-57.837803,-95.798546,0.000039,-37.960795,-0.000032,2.29
180,7.4583,0.000009,-57.926076,-95.963461,0.000039,-38.037429,-0.000032,2.20
181,7.5000,0.000009,-58.010450,-96.121095,0.000039,-38.110683,-0.000032,2.10
182,7.5417,0.000009,-58.090909,-96.271407,0.000039,-38.180553,-0.000032,2.00
183,7.5833,0.000009,-58.167305,-96.414151,0.000039,-38.246901,-0.000032,1.90
184,7.6250,0.000009,-58.239630,-96.549300,0.000039,-38.309715,-0.000032,1.80
185,7.6667,0.000009,-58.307754,-96.676594,0.000039,-38.368892,-0.000032,1.70
186,7.7083,0.000009,-58.371650,-96.796007,0.000039,-38.424397,-0.000032,1.59
187,7.7500,0.000009,-58.431210,-96.907291,0.000039,-38.476132,-0.000032,1.48
188,7.7917,0.000009,-58.486391,-97.010420,0.000039,-38.524077,-0.000032,1.38
189,7.8333,0.000009,-58.537112,-97.105202,0.000039,-38.568138,-0.000032,1.26
190,7.8750,0.000009,-58.583297,-97.191509,0.000039,-38.608269,-0.000032,1.15
191,7.9167,0.000009,-58.624893,-97.269250,0.000039,-38.644411,-0.000032,1.04
192,7.9583,0.000009,-58.661838,-97.338310,0.000039,-38.676520,-0.000032,0.92
193,8.0000,0.000009,-58.694029,-97.398470,0.000039,-38.704496,-0.000032,0.80
194,8.0417,0.000009,-58.721418,-97.449676,0.000039,-38.728303,-0.000032,0.68
195,8.0833,0.000009,-58.743985,-97.491839,0.000039,-38.747912,-0.000032,0.56
196,8.1250,0.000009,-58.761634,-97.524836,0.000039,-38.763253,-0.000032,0.44
197,8.1667,0.000009,-58.774304,-97.548509,0.000039,-38.774263,-0.000032,0.32
198,8.2083,0.000009,-58.781947,-97.562805,0.000039,-38.780913,-0.000032,0.19
199,8.2500,0.000002,-58.784501,-97.567579,0.000039,-38.783132,-0.000039,0.06
200,8.2917,0.000002,-58.784501,-97.567579,0.000039,-38.783132,-0.000039,0.00
